2022-12-06 16:16:26,344: 'd'
2022-12-06 16:16:26,542: 'f'
2022-12-06 16:16:29,494: 'h'
2022-12-06 16:16:29,598: 'e'
2022-12-06 16:16:29,708: 'l'
2022-12-06 16:16:29,841: 'l'
2022-12-06 16:16:29,987: 'o'
2022-12-06 16:16:30,103: 'e'
2022-12-06 16:16:30,163: Key.space
2022-12-06 16:16:30,507: Key.backspace
2022-12-06 16:16:30,781: Key.enter
2022-12-06 16:16:31,338: Key.alt_l
2022-12-06 16:16:31,435: Key.tab
2022-12-06 16:16:52,081: 's'
2022-12-06 16:16:53,207: Key.backspace
2022-12-06 16:16:54,637: 'd'
2022-12-06 16:16:54,735: 's'
2022-12-06 16:16:54,766: 'q'
2022-12-06 16:16:55,254: 'd'
2022-12-06 16:16:55,344: 'k'
2022-12-06 16:16:55,373: 'j'
2022-12-06 16:16:55,549: 'f'
2022-12-06 16:16:55,555: 's'
2022-12-06 16:16:55,574: 'k'
2022-12-06 16:16:55,586: 'j'
2022-12-06 16:16:55,742: 's'
2022-12-06 16:16:55,746: 'd'
2022-12-06 16:16:55,858: 'f'
2022-12-06 16:16:56,553: Key.enter
2022-12-06 16:16:57,208: Key.ctrl_l
2022-12-06 16:16:57,346: '\x03'
2022-12-06 16:17:06,633: Key.alt_l
2022-12-06 16:17:06,757: Key.tab
2022-12-06 16:17:08,030: 'n'
2022-12-06 16:17:08,211: 'i'
2022-12-06 16:17:08,299: 'c'
2022-12-06 16:17:08,318: 'e'
2022-12-06 16:17:08,411: Key.space
2022-12-06 16:17:08,611: 't'
2022-12-06 16:17:08,725: 'o'
2022-12-06 16:17:08,866: Key.space
2022-12-06 16:17:08,939: 's'
2022-12-06 16:17:09,122: 's'
2022-12-06 16:17:09,286: 'e'
2022-12-06 16:17:09,371: Key.space
2022-12-06 16:17:09,654: 'y'
2022-12-06 16:17:09,826: 'o'
2022-12-06 16:17:10,031: 'u'
2022-12-06 16:17:10,160: 'u'
2022-12-06 16:17:10,250: Key.alt_l
2022-12-06 16:17:10,357: Key.tab
2022-12-06 16:17:22,244: Key.alt_l
2022-12-06 16:17:22,253: Key.ctrl_l
2022-12-06 16:17:22,646: Key.delete
2022-12-06 16:17:57,359: Key.ctrl_l
2022-12-06 16:17:57,590: '\x03'
2022-12-06 16:17:58,251: Key.ctrl_l
2022-12-06 16:17:58,423: '\x03'
2022-12-06 16:17:58,770: '\x03'
2022-12-06 16:17:59,480: '\x03'
2022-12-06 16:18:27,492: Key.alt_l
2022-12-06 16:18:27,668: Key.tab
2022-12-06 16:18:29,815: 'h'
2022-12-06 16:18:29,869: 'e'
2022-12-06 16:18:30,019: 'l'
2022-12-06 16:18:30,144: 'l'
2022-12-06 16:18:30,299: 'o'
2022-12-06 16:18:30,374: Key.space
2022-12-06 16:18:30,956: Key.backspace
2022-12-06 16:18:31,209: ','
2022-12-06 16:18:31,307: Key.space
2022-12-06 16:18:31,499: 'h'
2022-12-06 16:18:31,670: 'o'
2022-12-06 16:18:31,769: 'w'
2022-12-06 16:18:31,826: Key.space
2022-12-06 16:18:31,998: 'a'
2022-12-06 16:18:32,103: 'r'
2022-12-06 16:18:32,259: 'e'
2022-12-06 16:18:32,401: Key.space
2022-12-06 16:18:32,634: 'y'
2022-12-06 16:18:32,826: 'o'
2022-12-06 16:18:33,008: 'u'
2022-12-06 16:18:33,123: Key.shift
2022-12-06 16:18:33,256: '?'
2022-12-06 16:18:33,426: Key.enter
2022-12-06 16:18:35,414: Key.alt_l
2022-12-06 16:18:35,525: Key.tab
2022-12-06 16:19:19,847: Key.alt_l
2022-12-06 16:19:19,991: Key.tab
2022-12-06 16:19:25,141: 'i'
2022-12-06 16:19:25,265: 's'
2022-12-06 16:19:25,435: Key.space
2022-12-06 16:19:26,466: 'd'
2022-12-06 16:19:26,679: 'r'
2022-12-06 16:19:26,776: 'o'
2022-12-06 16:19:26,930: 'o'
2022-12-06 16:19:27,069: 'g'
2022-12-06 16:19:27,218: Key.space
2022-12-06 16:19:27,476: 'h'
2022-12-06 16:19:27,697: 'o'
2022-12-06 16:19:27,879: 'u'
2022-12-06 16:19:27,997: 't'
2022-12-06 16:19:28,072: Key.space
2022-12-06 16:19:28,281: 'o'
2022-12-06 16:19:28,459: 'n'
2022-12-06 16:19:28,578: 'g'
2022-12-06 16:19:28,676: 'e'
2022-12-06 16:19:28,883: 'e'
2022-12-06 16:19:29,348: Key.backspace
2022-12-06 16:19:29,396: 'z'
2022-12-06 16:19:29,516: 'o'
2022-12-06 16:19:29,709: 'n'
2022-12-06 16:19:29,797: 'd'
2022-12-06 16:19:29,905: Key.space
2022-12-06 16:19:30,389: 'o'
2022-12-06 16:19:30,592: 'm'
2022-12-06 16:19:30,679: Key.space
2022-12-06 16:19:30,782: 't'
2022-12-06 16:19:30,898: 'e'
2022-12-06 16:19:30,928: Key.space
2022-12-06 16:19:31,174: 's'
2022-12-06 16:19:31,321: 't'
2022-12-06 16:19:31,428: 'o'
2022-12-06 16:19:31,583: 'k'
2022-12-06 16:19:31,644: 'e'
2022-12-06 16:19:31,763: ','
2022-12-06 16:19:32,169: Key.backspace
2022-12-06 16:19:32,357: 'n'
2022-12-06 16:19:32,511: Key.enter
2022-12-06 16:19:39,929: Key.alt_l
2022-12-06 16:19:40,077: Key.tab
2022-12-06 16:19:40,863: Key.alt_l
2022-12-06 16:19:41,061: Key.tab
2022-12-06 16:19:45,644: Key.alt_l
2022-12-06 16:19:45,737: Key.tab
2022-12-06 16:19:46,984: Key.cmd
2022-12-06 16:19:47,436: 'v'
2022-12-06 16:19:47,541: 'm'
2022-12-06 16:19:47,677: 'w'
2022-12-06 16:19:48,351: Key.enter
2022-12-06 16:19:58,612: Key.alt_l
2022-12-06 16:19:58,645: Key.ctrl_l
2022-12-06 16:19:58,966: Key.alt_l
2022-12-06 16:19:59,006: Key.tab
2022-12-06 16:20:00,582: Key.ctrl_l
2022-12-06 16:20:00,909: '\x01'
2022-12-06 16:20:01,312: '\x03'
2022-12-06 16:20:01,644: Key.alt_l
2022-12-06 16:20:01,775: Key.tab
2022-12-06 16:20:02,939: Key.alt_l
2022-12-06 16:20:02,956: Key.ctrl_l
2022-12-06 16:21:10,647: Key.tab
2022-12-06 16:21:23,431: 'c'
2022-12-06 16:21:23,663: 'o'
2022-12-06 16:21:23,811: 'o'
2022-12-06 16:21:24,028: 'l'
2022-12-06 16:21:24,206: Key.space
2022-12-06 16:21:25,615: 'e'
2022-12-06 16:21:25,815: 't'
2022-12-06 16:21:25,951: 'h'
2022-12-06 16:21:26,134: 'i'
2022-12-06 16:21:26,220: 'c'
2022-12-06 16:21:26,307: 'a'
2022-12-06 16:21:26,408: 'l'
2022-12-06 16:21:26,511: Key.space
2022-12-06 16:21:26,843: 'h'
2022-12-06 16:21:26,968: 'a'
2022-12-06 16:21:27,026: 'c'
2022-12-06 16:21:27,135: 'k'
2022-12-06 16:21:27,290: 'i'
2022-12-06 16:21:27,458: 'n'
2022-12-06 16:21:27,561: 'g'
2022-12-06 16:21:27,656: Key.space
2022-12-06 16:21:28,498: 'p'
2022-12-06 16:21:28,758: 'y'
2022-12-06 16:21:28,878: 't'
2022-12-06 16:21:28,969: 'h'
2022-12-06 16:21:29,175: 'o'
2022-12-06 16:21:29,348: 'n'
2022-12-06 16:21:29,439: Key.space
2022-12-06 16:21:29,853: 'p'
2022-12-06 16:21:29,964: 'r'
2022-12-06 16:21:30,095: 'o'
2022-12-06 16:21:30,585: Key.backspace
2022-12-06 16:21:30,758: Key.backspace
2022-12-06 16:21:31,144: Key.backspace
2022-12-06 16:21:31,382: 's'
2022-12-06 16:21:31,464: 'c'
2022-12-06 16:21:31,703: 'r'
2022-12-06 16:21:31,802: 'i'
2022-12-06 16:21:31,949: 'o'
2022-12-06 16:21:32,096: 't'
2022-12-06 16:21:32,209: 's'
2022-12-06 16:21:32,366: Key.enter
2022-12-06 16:22:51,043: 'h'
2022-12-06 16:22:51,244: 'o'
2022-12-06 16:22:51,381: 'w'
2022-12-06 16:22:51,510: Key.space
2022-12-06 16:22:51,736: 't'
2022-12-06 16:22:51,883: 'o'
2022-12-06 16:22:52,069: Key.space
2022-12-06 16:22:52,986: Key.backspace
2022-12-06 16:22:53,172: Key.backspace
2022-12-06 16:22:53,349: Key.backspace
2022-12-06 16:22:53,621: Key.ctrl_l
2022-12-06 16:22:53,629: Key.shift
2022-12-06 16:22:54,095: Key.left
2022-12-06 16:22:54,293: Key.left
2022-12-06 16:22:54,484: Key.left
2022-12-06 16:22:54,781: Key.backspace
2022-12-06 16:22:57,050: 'c'
2022-12-06 16:22:57,196: 'o'
2022-12-06 16:22:57,337: 'o'
2022-12-06 16:22:57,514: 'l'
2022-12-06 16:22:57,609: Key.space
2022-12-06 16:22:57,777: 'p'
2022-12-06 16:22:58,057: 'y'
2022-12-06 16:22:58,320: 'h'
2022-12-06 16:22:58,918: Key.backspace
2022-12-06 16:22:59,142: 't'
2022-12-06 16:22:59,209: 'h'
2022-12-06 16:22:59,606: 'n'
2022-12-06 16:23:00,108: Key.backspace
2022-12-06 16:23:00,936: Key.backspace
2022-12-06 16:23:01,440: Key.backspace
2022-12-06 16:23:01,589: Key.backspace
2022-12-06 16:23:01,784: Key.backspace
2022-12-06 16:23:02,380: 'p'
2022-12-06 16:23:02,656: 'y'
2022-12-06 16:23:02,796: 't'
2022-12-06 16:23:02,903: 'h'
2022-12-06 16:23:03,090: 'o'
2022-12-06 16:23:03,259: 'n'
2022-12-06 16:23:03,372: Key.space
2022-12-06 16:23:03,570: 't'
2022-12-06 16:23:03,790: 'r'
2022-12-06 16:23:03,957: 'o'
2022-12-06 16:23:04,219: 'j'
2022-12-06 16:23:04,371: 'a'
2022-12-06 16:23:04,604: 'n'
2022-12-06 16:23:04,748: 's'
2022-12-06 16:23:04,888: Key.enter
2022-12-06 16:23:21,098: Key.media_volume_down
2022-12-06 16:23:21,612: Key.media_volume_down
2022-12-06 16:23:21,642: Key.media_volume_down
2022-12-06 16:23:21,673: Key.media_volume_down
2022-12-06 16:23:21,703: Key.media_volume_down
2022-12-06 16:23:21,735: Key.media_volume_down
2022-12-06 16:23:21,765: Key.media_volume_down
2022-12-06 16:23:21,797: Key.media_volume_down
2022-12-06 16:23:21,829: Key.media_volume_down
2022-12-06 16:23:21,860: Key.media_volume_down
2022-12-06 16:23:21,891: Key.media_volume_down
2022-12-06 16:23:21,922: Key.media_volume_down
2022-12-06 16:23:21,952: Key.media_volume_down
2022-12-06 16:23:21,984: Key.media_volume_down
